Ukazatel;Roky;ORP;Druh zařízení sociálních služeb;value
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Centra sociálně rehabilitačních služeb;5.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Služby následné péče;1.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Stacionáře denní;4.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Domovy pro seniory;3.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Domovy se zvláštním režimem;3.0
Počet zařízení sociálních služeb;2023;Třebíč (Kraj Vysočina);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Sociální poradny;2.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Třeboň (Jihočeský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Sociální poradny;4.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Terapeutické komunity;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Stacionáře denní;3.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Domovy pro osoby se zdravotním postižením;2.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Domovy pro seniory;7.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Azylové domy;3.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Domy na půl cesty;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Třinec (Moravskoslezský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Sociální poradny;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Centra denních služeb;3.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Domovy pro seniory;2.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Domovy se zvláštním režimem;2.0
Počet zařízení sociálních služeb;2023;Turnov (Liberecký kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Nízkoprahová denní centra;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Centra sociálně rehabilitačních služeb;1.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Stacionáře denní;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Domovy pro seniory;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Azylové domy;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Chráněné bydlení;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Domovy se zvláštním režimem;0.0
Počet zařízení sociálních služeb;2023;Týn nad Vltavou (Jihočeský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Služby rané péče;1.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Sociálně terapeutické dílny;2.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Centra denních služeb;2.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Centra sociálně rehabilitačních služeb;3.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Domovy pro osoby se zdravotním postižením;6.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Domovy pro seniory;6.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Azylové domy;3.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Chráněné bydlení;4.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Noclehárny;0.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Domovy se zvláštním režimem;3.0
Počet zařízení sociálních služeb;2023;Uherské Hradiště (Zlínský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Nízkoprahová zařízení pro děti a mládež;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Sociálně terapeutické dílny;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Centra sociálně rehabilitačních služeb;2.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Stacionáře denní;2.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Domovy pro osoby se zdravotním postižením;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Domovy pro seniory;4.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Azylové domy;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Chráněné bydlení;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Noclehárny;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Domovy se zvláštním režimem;1.0
Počet zařízení sociálních služeb;2023;Uherský Brod (Zlínský kraj);Stacionáře týdenní;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Sociální poradny;1.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Služby rané péče;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Nízkoprahová denní centra;1.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Nízkoprahová zařízení pro děti a mládež;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Sociálně terapeutické dílny;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Terapeutické komunity;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Centra denních služeb;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Zařízení pro krizovou pomoc;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Centra sociálně rehabilitačních služeb;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Intervenční centra;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Služby následné péče;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Stacionáře denní;1.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Domovy pro osoby se zdravotním postižením;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Domovy pro seniory;1.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Azylové domy;2.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Domy na půl cesty;0.0
Počet zařízení sociálních služeb;2023;Uničov (Olomoucký kraj);Chráněné bydlení;0.0
